Bter_ID,Amel.GB
LOC100646149,GB40343
LOC100646149,GB40343
LOC100646149,GB40343
LOC100644538,GB40344
LOC100644421,GB40348
LOC100645699,GB40349
LOC100645270,GB40350
LOC100642520,GB40355
LOC100642520,GB40355
LOC100642883,GB40356
LOC100642883,GB40356
LOC100642883,GB40356
LOC100642758,GB40357
LOC100643120,GB40358
LOC100643120,GB40358
LOC100643120,GB40358
LOC100643120,GB40358
LOC100643120,GB40358
LOC100643120,GB40358
LOC100643120,GB40358
LOC100643366,GB40359
LOC100644062,GB40360
LOC100644062,GB40360
LOC100644062,GB40360
LOC100643809,GB40361
LOC100643809,GB40361
LOC100643809,GB40361
LOC100643809,GB40361
LOC100644405,GB40362
LOC100644405,GB40362
LOC100645249,GB40363
LOC100645377,GB40364
LOC100645127,GB40365
LOC100645597,GB40377
LOC100646882,GB40381
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100652329,GB40385
LOC100642306,GB40386
LOC100642306,GB40386
LOC100642306,GB40386
LOC100642306,GB40386
LOC100651226,GB40388
LOC100651226,GB40388
LOC100650794,GB40389
LOC100650794,GB40389
LOC100650794,GB40389
LOC100651105,GB40390
LOC100649072,GB40391
LOC100646638,GB40392
LOC100645549,GB40392
LOC100646088,GB40393
LOC100646088,GB40393
LOC100646088,GB40393
LOC100645274,GB40395
LOC100645151,GB40396
LOC100645151,GB40396
LOC100644426,GB40397
LOC100644667,GB40398
LOC100644667,GB40398
LOC100644544,GB40399
LOC100644544,GB40399
LOC100643718,GB40401
LOC100643718,GB40401
LOC100643718,GB40401
LOC100643718,GB40401
LOC100643718,GB40401
LOC100643472,GB40405
LOC100643472,GB40405
LOC100643472,GB40405
LOC100643472,GB40405
LOC100643472,GB40405
LOC100643472,GB40405
LOC100643472,GB40405
LOC100643472,GB40405
LOC100642592,GB40407
LOC105666956,GB40408
LOC100643229,GB40409
LOC100643229,GB40409
LOC100642475,GB40410
LOC105666948,GB40411
LOC105666948,GB40411
LOC100642744,GB40412
LOC100642744,GB40412
LOC100652303,GB40414
LOC100651979,GB40415
LOC100651863,GB40416
LOC100651863,GB40416
LOC100651863,GB40416
LOC100651863,GB40416
LOC100651628,GB40417
LOC100651665,GB40420
LOC100642714,GB40422
LOC100642714,GB40422
LOC100642714,GB40422
LOC100643431,GB40424
LOC100643791,GB40425
LOC100643791,GB40425
LOC100644114,GB40426
LOC100646211,GB40427
LOC100646451,GB40428
LOC100647364,GB40429
LOC100647364,GB40429
LOC100647051,GB40431
LOC100647169,GB40434
LOC100647169,GB40434
LOC100647169,GB40434
LOC100647169,GB40434
LOC100647169,GB40434
LOC100647169,GB40434
LOC100647682,GB40436
LOC100646571,GB40437
LOC100646571,GB40437
LOC100642947,GB40438
LOC100647798,GB40439
LOC100647798,GB40439
LOC100647919,GB40440
LOC100648152,GB40441
LOC100648382,GB40442
LOC100648497,GB40444
LOC100648846,GB40445
LOC100648616,GB40446
LOC100643065,GB40447
LOC100648962,GB40448
LOC100648266,GB40451
LOC100648266,GB40451
LOC100648266,GB40451
LOC100648040,GB40452
LOC100648040,GB40452
LOC100646692,GB40453
LOC100646813,GB40454
LOC100646935,GB40456
LOC100647486,GB40457
LOC100642829,GB40459
LOC100643996,GB40460
LOC100643307,GB40461
LOC100643553,GB40463
LOC100651511,GB40466
LOC100651511,GB40466
LOC100651511,GB40466
LOC100651743,GB40467
LOC100642391,GB40473
LOC100642625,GB40478
LOC100642625,GB40478
LOC100642625,GB40478
LOC100642625,GB40478
LOC100642625,GB40478
LOC100642625,GB40478
LOC100642625,GB40478
LOC100642625,GB40478
LOC100642985,GB40479
LOC100642867,GB40480
LOC100642867,GB40480
LOC100642867,GB40480
LOC100642867,GB40480
LOC100643106,GB40481
LOC100643598,GB40483
LOC100644044,GB40489
LOC100644157,GB40490
LOC100643836,GB40491
LOC100643836,GB40491
LOC100643836,GB40491
LOC100644788,GB40492
LOC100644788,GB40492
LOC100645035,GB40493
LOC100645784,GB40494
LOC100645784,GB40494
LOC100645784,GB40494
LOC100645664,GB40495
LOC100645664,GB40495
LOC100645476,GB40496
LOC100645476,GB40496
LOC100645476,GB40496
LOC100645476,GB40496
LOC100645971,GB40498
LOC100649396,GB40500
LOC100649396,GB40500
LOC100649396,GB40500
LOC100649396,GB40500
LOC110119983,GB40501
LOC110119983,GB40501
LOC100648957,GB40503
LOC100650668,GB40504
LOC100650668,GB40504
LOC100650668,GB40504
LOC100650668,GB40504
LOC100650668,GB40504
LOC100650668,GB40504
LOC100650668,GB40504
LOC100650668,GB40504
LOC100650545,GB40507
LOC105666635,GB40508
LOC105666635,GB40508
LOC105666635,GB40508
LOC105666635,GB40508
LOC105666635,GB40508
LOC100651938,GB40509
LOC100651466,GB40510
LOC100651466,GB40510
LOC100651466,GB40510
LOC100651466,GB40510
LOC100651466,GB40510
LOC100651348,GB40511
LOC100651348,GB40511
LOC100642425,GB40513
LOC100642425,GB40513
LOC100643222,GB40514
LOC100643222,GB40514
LOC100642665,GB40515
LOC100642665,GB40515
LOC100643346,GB40516
LOC100643346,GB40516
LOC100643346,GB40516
LOC100642782,GB40517
LOC100642782,GB40517
LOC100642782,GB40517
LOC100642782,GB40517
LOC100642782,GB40517
LOC100642782,GB40517
LOC100643547,GB40519
LOC100643547,GB40519
LOC100643547,GB40519
LOC100644524,GB40521
LOC100644524,GB40521
LOC100644524,GB40521
LOC100644524,GB40521
LOC100644524,GB40521
LOC100644762,GB40522
LOC100644762,GB40522
LOC100644762,GB40522
LOC100644889,GB40531
LOC100644889,GB40531
LOC100644889,GB40531
LOC100644889,GB40531
LOC100645006,GB40534
LOC100645493,GB40535
LOC100645493,GB40535
LOC100644176,GB40536
LOC100644176,GB40536
LOC100644295,GB40537
LOC100644295,GB40537
LOC100643937,GB40538
LOC100644175,GB40539
LOC100643936,GB40540
LOC100643695,GB40541
LOC100643695,GB40541
LOC100642639,GB40543
LOC100642999,GB40545
LOC100642999,GB40545
LOC100642999,GB40545
LOC100642404,GB40548
LOC100642404,GB40548
LOC100642333,GB40554
LOC100645393,GB40555
LOC100645508,GB40556
LOC105666747,GB40558
LOC100645897,GB40559
LOC100646864,GB40560
LOC100647464,GB40561
LOC100647221,GB40562
LOC100647221,GB40562
LOC100647221,GB40562
LOC100647221,GB40562
LOC100647101,GB40563
LOC100647101,GB40563
LOC100646981,GB40564
LOC100646981,GB40564
LOC100646981,GB40564
LOC100648004,GB40566
LOC100648399,GB40567
LOC100648399,GB40567
LOC110119645,GB40573
LOC100649418,GB40574
LOC100649541,GB40576
LOC100649739,GB40577
LOC100649739,GB40577
LOC100649965,GB40578
LOC100649965,GB40578
LOC100649965,GB40578
LOC100649965,GB40578
LOC100649965,GB40578
LOC100649965,GB40578
LOC100649965,GB40578
LOC100649965,GB40578
LOC100649965,GB40578
LOC100650331,GB40580
LOC105666149,GB40583
LOC105666149,GB40583
LOC105666149,GB40583
LOC105666149,GB40583
LOC100650448,GB40589
LOC100650448,GB40589
LOC100650448,GB40589
LOC100650448,GB40589
LOC100650088,GB40590
LOC100649848,GB40591
LOC100649848,GB40591
LOC100649848,GB40591
LOC100649848,GB40591
LOC100649182,GB40592
LOC100649702,GB40594
LOC100648334,GB40595
LOC100648334,GB40595
LOC100647989,GB40596
LOC100647310,GB40598
LOC100647310,GB40598
LOC100647310,GB40598
LOC100647310,GB40598
LOC100647310,GB40598
LOC100649588,GB40599
LOC100647747,GB40600
LOC100647747,GB40600
LOC100649345,GB40603
LOC100647112,GB40604
LOC105666329,GB40605
LOC100646992,GB40606
LOC105666328,GB40607
LOC105666328,GB40607
LOC100649225,GB40609
LOC100646431,GB40610
LOC100646311,GB40611
LOC100645769,GB40614
LOC100645769,GB40614
LOC100645769,GB40614
LOC100645769,GB40614
LOC100646002,GB40615
LOC100646002,GB40615
LOC100646002,GB40615
LOC100646002,GB40615
LOC100646002,GB40615
LOC100646002,GB40615
LOC100646193,GB40616
LOC100648992,GB40617
LOC100645885,GB40618
LOC105666319,GB40619
LOC100645648,GB40624
LOC100648875,GB40625
LOC100651183,GB40625
LOC100648875,GB40626
LOC100651183,GB40626
LOC100645056,GB40629
LOC100645056,GB40629
LOC100645056,GB40629
LOC100645056,GB40629
LOC100645056,GB40629
LOC100644455,GB40634
LOC100644455,GB40634
LOC100644099,GB40635
LOC105666316,GB40637
LOC100643980,GB40638
LOC100644220,GB40639
LOC100644220,GB40639
LOC100644220,GB40639
LOC100644220,GB40639
LOC100644220,GB40639
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100643982,GB40648
LOC100649669,GB40652
LOC100649189,GB40653
LOC100631072,GB40654
LOC100631072,GB40654
LOC100651049,GB40655
LOC100651654,GB40656
LOC100651654,GB40656
LOC110119773,GB40658
LOC110119773,GB40658
LOC110119773,GB40658
LOC110119773,GB40658
LOC110119773,GB40658
LOC105666323,GB40659
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650779,GB40662
LOC100650656,GB40665
LOC100650656,GB40665
LOC100650656,GB40665
LOC100651770,GB40665
LOC100650656,GB40666
LOC100650656,GB40666
LOC100650656,GB40666
LOC100651770,GB40666
LOC100650656,GB40667
LOC100650656,GB40667
LOC100650656,GB40667
LOC100651770,GB40667
LOC110119172,GB40668
LOC100652216,GB40669
LOC100650535,GB40669
LOC100650413,GB40669
LOC100650169,GB40670
LOC100650169,GB40670
LOC100651536,GB40671
LOC100651536,GB40671
LOC100651536,GB40671
LOC100651293,GB40672
LOC100651293,GB40672
LOC100651293,GB40672
LOC100650820,GB40673
LOC100649425,GB40674
LOC100649551,GB40676
LOC100643741,GB40678
LOC100643741,GB40678
LOC100643741,GB40678
LOC100643741,GB40678
LOC100644456,GB40681
LOC110119749,GB40682
LOC105667057,GB40683
LOC100644497,GB40683
LOC100644497,GB40683
LOC100644339,GB40684
LOC100644691,GB40686
LOC100648762,GB40689
LOC100648762,GB40689
LOC100644572,GB40691
LOC100644572,GB40691
LOC100644572,GB40691
LOC100644572,GB40691
LOC100644572,GB40691
LOC100644572,GB40691
LOC100644690,GB40693
LOC100644690,GB40694
LOC100651062,GB40700
LOC100645460,GB40701
LOC100649107,GB40703
LOC100649107,GB40703
LOC100649107,GB40703
LOC100649107,GB40703
LOC100649107,GB40703
LOC100649107,GB40703
LOC100649463,GB40704
LOC100649463,GB40704
LOC100649463,GB40704
LOC100647431,GB40705
LOC100647431,GB40705
LOC100647869,GB40706
LOC100648222,GB40707
LOC100645201,GB40711
LOC100645201,GB40711
LOC100645201,GB40711
LOC100645201,GB40711
LOC100647425,GB40712
LOC100647425,GB40712
LOC100647425,GB40712
LOC100647778,GB40715
LOC100647778,GB40715
LOC100647778,GB40715
LOC100648445,GB40717
LOC100648445,GB40717
LOC100648102,GB40718
LOC100648102,GB40718
LOC100648102,GB40718
LOC100643412,GB40719
LOC100648868,GB40720
LOC105666110,GB40722
LOC100649096,GB40723
LOC100649096,GB40723
LOC100650740,GB40726
LOC100648730,GB40727
LOC100648730,GB40727
LOC100648306,GB40728
LOC100631089,GB40730
LOC105666825,GB40731
LOC100644233,GB40732
LOC100644233,GB40732
LOC100644233,GB40732
LOC100647324,GB40733
LOC100647324,GB40733
LOC100644112,GB40734
LOC100646763,GB40735
LOC100646763,GB40735
LOC100646763,GB40735
LOC100643994,GB40740
LOC100646085,GB40741
LOC100646397,GB40744
LOC100646397,GB40744
LOC100646397,GB40744
LOC100645735,GB40745
LOC100642713,GB40746
LOC100643870,GB40747
LOC100643870,GB40747
LOC100650384,GB40748
LOC100650384,GB40748
LOC100648959,GB40749
LOC100648959,GB40749
LOC100647830,GB40750
LOC100647830,GB40750
LOC100647830,GB40750
LOC100646887,GB40751
LOC100649361,GB40754
LOC100642807,GB40759
LOC100651759,GB40760
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100648320,GB40764
LOC100647097,GB40765
LOC100647097,GB40765
LOC100649499,GB40766
LOC100649499,GB40766
LOC100649499,GB40766
LOC100649499,GB40766
LOC100649691,GB40767
LOC105665856,GB40768
LOC105666830,GB40769
LOC100644832,GB40769
LOC105666822,GB40769
LOC105666830,GB40770
LOC100644832,GB40770
LOC105666822,GB40770
LOC100650281,GB40773
LOC100650281,GB40773
LOC100650725,GB40774
LOC100651200,GB40775
LOC100651565,GB40777
LOC100652117,GB40778
LOC100652117,GB40778
LOC100652117,GB40778
LOC100651996,GB40779
LOC100652234,GB40780
LOC100652234,GB40780
LOC100642329,GB40781
LOC100642329,GB40781
LOC100642691,GB40782
LOC100643448,GB40783
LOC100643573,GB40784
LOC100643805,GB40785
LOC100643805,GB40785
LOC105665859,GB40788
LOC100643693,GB40794
LOC100643325,GB40795
LOC100643199,GB40796
LOC100643199,GB40796
LOC100642961,GB40797
LOC100642569,GB40798
LOC100642452,GB40799
LOC100642206,GB40800
LOC100651879,GB40801
LOC100651443,GB40802
LOC100651325,GB40803
LOC100650961,GB40804
LOC100650961,GB40804
LOC100650961,GB40804
LOC100650961,GB40804
LOC100650961,GB40804
LOC100650961,GB40804
LOC100650961,GB40804
LOC100650961,GB40804
LOC100650961,GB40804
LOC100651079,GB40805
LOC100651079,GB40805
LOC100651079,GB40805
LOC100651079,GB40805
LOC100650600,GB40806
LOC100650483,GB40807
LOC100649926,GB40808
LOC100649926,GB40808
LOC100649926,GB40808
LOC100649807,GB40809
LOC100649018,GB40810
LOC100650845,GB40816
LOC100650845,GB40816
LOC100650845,GB40816
LOC100650845,GB40816
LOC100650845,GB40816
LOC100648205,GB40818
LOC100650154,GB40819
LOC105665860,GB40820
LOC100645509,GB40821
LOC100651706,GB40824
LOC100651706,GB40824
LOC100651706,GB40824
LOC100651706,GB40824
LOC100647007,GB40828
LOC100647007,GB40828
LOC100646524,GB40830
LOC100646524,GB40830
LOC100646524,GB40830
LOC100646524,GB40830
LOC100647206,GB40833
LOC110120144,GB40836
LOC110120144,GB40836
LOC110120144,GB40836
LOC110120144,GB40836
LOC100647950,GB40837
LOC100648079,GB40838
LOC100648079,GB40838
LOC100644468,GB40839
LOC100644468,GB40839
LOC100644468,GB40839
LOC100648192,GB40842
LOC100648192,GB40842
LOC100648495,GB40843
LOC100648614,GB40845
LOC100648614,GB40845
LOC100648614,GB40845
LOC100648614,GB40845
LOC100648614,GB40845
LOC100648437,GB40848
LOC100643535,GB40856
LOC100643535,GB40857
LOC100648984,GB40858
LOC100648755,GB40859
LOC100648755,GB40859
LOC100648563,GB40860
LOC100648329,GB40861
LOC100648329,GB40861
LOC100647980,GB40862
LOC100647980,GB40862
LOC100647661,GB40864
LOC100647661,GB40864
LOC100645451,GB40866
LOC100645993,GB40867
LOC100645993,GB40867
LOC100645993,GB40867
LOC100645081,GB40868
LOC100645196,GB40871
LOC100645196,GB40871
LOC100646019,GB40872
LOC100646376,GB40873
LOC100646376,GB40873
LOC100646376,GB40873
LOC100646778,GB40874
LOC100646778,GB40874
LOC100649244,GB40875
LOC100647019,GB40876
LOC100647141,GB40877
LOC100647455,GB40878
LOC100648244,GB40879
LOC100648244,GB40879
LOC100648244,GB40879
LOC100648244,GB40879
LOC100647573,GB40880
LOC100647573,GB40880
LOC100647895,GB40881
LOC100647895,GB40881
LOC100649289,GB40882
LOC100649054,GB40883
LOC100649054,GB40883
LOC100649054,GB40883
LOC100649054,GB40883
LOC100643402,GB40885
LOC100648507,GB40886
LOC100648858,GB40887
LOC100648627,GB40888
LOC100647258,GB40890
LOC100647258,GB40890
LOC100647258,GB40890
LOC100646900,GB40891
LOC100646900,GB40891
LOC100646900,GB40891
LOC100649043,GB40892
LOC100646499,GB40893
LOC100646499,GB40893
LOC100646254,GB40894
LOC100646254,GB40894
LOC100646254,GB40894
LOC100646254,GB40894
LOC100646254,GB40894
LOC100645906,GB40895
LOC100645906,GB40895
LOC100650281,GB40899
LOC100650281,GB40899
LOC100642486,GB40901
LOC100642486,GB40901
LOC100651483,GB40903
LOC100647021,GB40904
LOC105665718,GB40905
LOC100649767,GB40906
LOC100649767,GB40906
LOC100649767,GB40906
LOC100649767,GB40906
LOC100647963,GB40907
LOC100647963,GB40907
LOC100648744,GB40908
LOC100648744,GB40908
LOC100648360,GB40909
LOC100648360,GB40909
LOC100648360,GB40909
LOC100648360,GB40909
LOC100650762,GB40911
LOC100650762,GB40911
LOC100650762,GB40911
LOC100650762,GB40911
LOC100649768,GB40916
LOC100649768,GB40916
LOC100649768,GB40916
LOC100643282,GB40923
LOC100643282,GB40923
LOC100645193,GB40925
LOC100645193,GB40925
LOC100645193,GB40925
LOC105665786,GB40926
LOC100645486,GB40928
LOC100645486,GB40928
LOC100645486,GB40928
LOC100645486,GB40928
LOC100649196,GB40929
LOC100649196,GB40929
LOC100644718,GB40931
LOC100644718,GB40931
LOC100644718,GB40931
LOC100644718,GB40931
LOC100644718,GB40931
LOC105665717,GB40932
LOC100648434,GB40934
LOC100643847,GB40935
LOC105666832,GB40937
LOC100649241,GB40938
LOC100649832,GB40939
LOC100649606,GB40941
LOC100649606,GB40941
LOC100649606,GB40941
LOC100649606,GB40941
LOC100649950,GB40944
LOC100650183,GB40945
LOC100650625,GB40946
LOC100650625,GB40946
LOC100645993,GB40947
LOC100645993,GB40947
LOC100645993,GB40947
LOC100650749,GB40948
LOC100650749,GB40948
LOC100650749,GB40948
LOC100650062,GB40949
LOC100650062,GB40949
LOC100649719,GB40955
LOC100649719,GB40955
LOC105666833,GB40959
LOC100645034,GB40963
LOC100645034,GB40963
LOC100645034,GB40963
LOC100645034,GB40963
LOC100646863,GB40966
LOC100646863,GB40966
LOC100646863,GB40966
LOC100646863,GB40966
LOC100646624,GB40967
LOC100646624,GB40967
LOC100646506,GB40968
LOC100646382,GB40969
LOC100646382,GB40969
LOC100646027,GB40972
LOC100645913,GB40973
LOC100645913,GB40973
LOC100645913,GB40973
LOC100645717,GB40975
LOC100645717,GB40975
LOC100645717,GB40975
LOC100645717,GB40975
