Bter_ID,Mated_3,Mated_4,Mated_17,Mated_18,Mated_22,Diapause_33,Diapause_34,Diapause_35,Diapause_36,Diapause_37,Founder_Diapause_40,Founder_Diapause_41,Founder_Diapause_42,Founder_Diapause_80,Founder_Diapause_83
LOC100649625,939,173,1674,886,2470,2021,940,567,557,1520,13190,2740,5572,5869,4310
LOC100646951,887,265,1588,806,1758,1913,565,543,393,855,1297,1933,2139,3169,2406
LOC100647830,1576,409,1918,1113,2003,1927,1466,1423,1776,2493,437,8020,2707,9116,9242
LOC100642667,11,0,34,19,15,3,3,2,2,0,0,1,1,1,0
LOC100643779,2480,1847,3105,1473,2704,4897,561,448,362,494,15055,18119,26784,24126,19132
LOC100644495,105,18,26,25,36,81,62,69,63,46,108,286,278,112,83
LOC100645650,138,356,285,243,445,2181,85,68,86,65,2614,4477,8180,6785,5923
LOC100647284,139,1,709,643,308,6,6,4,2,9,2,3,10,11,3
LOC100647369,885,334,1460,2358,1242,4803,659,771,277,736,5757,4215,10606,6475,4579
LOC100647404,59,0,317,259,139,15,4,1,0,8,2,5,14,28,5
LOC100647527,364,7,648,545,268,218,319,385,251,958,4,13,15,10,14
LOC100647644,742,14,3315,3527,1588,47,26,13,18,75,1,8,5,2,15
LOC100648083,2959,1054,4543,2843,2864,2274,540,529,346,430,4066,6441,8846,3361,3989
LOC100648265,70,0,165,98,80,15,10,1,4,9,2,16,9,16,26
LOC100648303,3,0,14,16,3,0,0,0,0,0,1,1,2,0,1
LOC100650753,415,2,2326,2032,1023,34,24,8,8,34,6,3,3,5,4
LOC100645534,1002,646,1877,1491,1451,4483,741,576,495,670,3045,2915,6825,7058,4232
LOC100647963,249,85,495,371,318,267,382,421,194,356,26,140,105,146,167
LOC100648506,4290,353,3443,5311,2494,3451,3888,3216,2533,2581,46,1979,296,551,1150
LOC100650271,805,89,576,398,1064,1030,241,186,227,344,667,946,1040,1320,817
LOC100643107,563,41,851,826,1210,355,195,159,72,197,20,130,158,104,162
LOC100651496,243,45,503,232,509,469,312,233,273,504,623,373,470,990,752
LOC100650997,21,5,44,19,41,30,17,17,11,36,30,36,38,102,58
LOC100645472,346,20,471,279,1206,1006,117,87,119,272,1993,478,761,1748,1124
LOC100651671,86,52,132,101,121,227,108,49,136,105,100,311,262,215,213
LOC100649019,27,5,59,46,98,61,28,31,16,68,190,78,124,159,152
LOC100644510,168,47,218,224,195,230,346,325,472,303,22,98,38,62,102
LOC100643219,58,12,119,56,124,131,33,43,31,94,67,112,111,192,186
LOC100643340,87,97,101,95,100,113,250,210,277,232,22,67,86,62,67
LOC100651844,249,40,551,240,514,489,201,142,163,268,506,410,388,660,529
LOC100650025,14,15,23,21,30,19,8,7,6,21,37,98,22,136,55
LOC100644680,664,121,1580,822,1650,1473,282,232,288,543,826,1354,1600,1918,1604
LOC100645676,26,5,17,11,16,6,13,24,32,13,2,15,175,11,32
LOC100651038,16,14,10,6,19,11,16,21,8,17,2,5,16,9,21
LOC100650698,722,51,1295,670,1923,1266,494,384,327,815,3703,1110,1848,2572,1828
LOC100644425,55,14,72,63,90,150,43,34,33,74,65,103,89,283,214
LOC100646123,284,61,475,422,462,606,285,217,207,411,349,527,570,839,639
LOC100644952,565,127,606,469,520,510,835,641,721,970,85,313,117,238,384
LOC100642773,1336,428,1980,1400,2034,2548,1227,1126,1081,1696,2774,3288,4973,3472,2956
LOC100643578,911,177,1902,895,2009,1242,395,349,236,620,1324,924,1261,1816,1631
LOC100650748,519,159,651,724,443,452,721,671,874,598,63,314,260,182,308
LOC100643625,49,4,207,154,259,167,203,148,109,117,2979,342,1177,1996,1013
LOC100642845,526,116,613,498,746,828,349,323,297,447,739,537,887,650,572
LOC100644039,102,38,203,125,168,148,149,80,138,173,73,88,165,167,177
LOC100645240,531,61,835,520,940,756,439,355,458,589,502,732,767,1142,821
LOC100648873,338,111,485,491,428,516,946,747,759,861,73,308,260,206,263
LOC100645187,381,419,545,500,584,406,453,383,280,326,157,369,454,342,358
LOC100642797,3,0,1,2,0,5,3,6,8,6,1,1,1,2,1
LOC100647362,74,12,71,98,59,31,86,83,133,76,0,27,8,14,22
LOC100645437,279,150,297,356,222,295,703,697,786,738,40,230,119,125,224
LOC100651173,292,60,386,301,528,762,289,260,235,323,1015,512,1087,834,612
LOC100645337,652,288,1313,1705,740,612,2451,2193,1854,2146,33,460,164,312,582
LOC100645272,413,91,748,523,772,677,401,371,390,524,455,774,989,790,683
LOC100648358,1041,477,871,1362,617,823,3099,2831,2121,1541,56,625,204,251,378
LOC100647839,146,57,131,172,110,157,123,123,103,113,13,75,36,34,80
LOC100646523,475,117,540,523,345,647,398,443,302,373,30,336,104,140,262
LOC100644653,251,90,293,333,357,342,853,803,1054,945,31,281,167,187,319
LOC100649365,6,4,10,14,8,12,30,26,35,42,7,64,15,54,71
LOC100645439,5,5,27,6,6,7,6,25,12,9,13,357,174,126,289
LOC100644623,273,73,743,358,821,659,337,224,150,502,1042,595,865,1353,987
LOC100645590,196,53,311,165,263,218,437,349,415,655,85,374,217,593,456
LOC100651012,292,92,458,248,353,435,218,183,178,320,221,476,373,732,516
LOC100642342,479,92,966,463,1189,862,261,164,200,499,1050,808,1090,1779,1299
LOC100649424,941,155,1858,983,1853,1351,935,738,750,1609,1856,1628,2065,2337,1709
LOC100645673,1702,334,3477,1914,3855,3525,1451,1007,1144,2304,4703,3147,6425,5100,3662
LOC100648544,1146,218,2388,1274,2399,1665,695,572,496,1160,3371,2281,2702,2893,2479
LOC100649740,204,44,412,122,221,72,282,379,174,334,17,8,14,23,18
LOC100651860,280,77,549,365,582,462,265,274,223,573,1155,789,737,1199,805
LOC100650351,130,138,196,239,180,212,281,235,294,262,41,102,196,103,79
LOC100642648,281,55,460,359,479,436,267,279,267,538,583,539,540,457,413
LOC100649729,234,60,429,246,544,584,351,351,382,617,921,492,692,841,638
LOC100651085,2218,527,3850,2391,3941,3836,2870,2478,2194,4206,7934,4475,7179,5917,4758
LOC100647998,1203,262,1818,1164,1831,1384,905,943,814,1266,2225,1439,2553,1945,1726
LOC100651772,457,82,859,442,925,775,382,289,284,554,1027,829,1499,1571,1254
LOC100642405,485,157,414,594,367,534,746,678,933,493,41,323,221,168,324
LOC100647186,1112,482,1449,1651,1208,339,253,329,350,379,50,238,110,68,182
LOC100646260,1850,303,3625,1524,3727,3013,1079,1030,850,2393,7515,3793,6604,11647,8883
LOC100648556,719,34,1032,789,1148,635,472,318,268,472,74,334,262,447,357
LOC100646666,379,83,487,466,345,235,1334,1114,1989,667,27,126,58,75,107
LOC100649935,72,11,97,38,123,144,91,36,33,99,76,149,107,283,194
LOC100644382,210,263,642,270,691,481,425,217,326,443,1433,552,1227,4068,2120
LOC100644503,153,54,183,121,258,601,177,94,107,253,2220,1106,2307,2326,1560
LOC100649952,2,0,0,0,2,1,2,1,0,2,0,0,0,3,3
LOC100644311,13,3,26,10,11,20,9,13,1,13,7,4,4,18,12
LOC100643079,305,98,725,300,714,664,274,247,206,474,751,551,465,1381,899
LOC100644215,1328,534,1343,1471,1249,1366,5201,4436,5339,3628,94,1151,624,715,1012
LOC100650725,67,27,100,31,103,100,61,69,61,130,52,155,101,247,259
LOC100646513,504,166,548,440,519,738,1046,878,990,1010,49,560,383,412,558
LOC100648454,215,51,386,291,401,295,231,174,160,237,378,196,363,284,273
LOC100644809,467,129,961,469,1095,1160,413,360,438,890,1633,920,2237,2346,1866
LOC100648012,392,27,441,471,338,416,316,256,204,342,120,350,570,276,363
LOC100643052,24,10,78,17,43,37,21,18,20,21,52,57,37,166,134
LOC100647738,81,16,180,93,222,158,58,67,68,116,254,168,215,327,231
LOC100645763,436,155,742,414,738,862,474,388,420,716,220,560,457,688,565
LOC100645389,65,45,75,70,53,74,78,65,126,44,7,48,22,30,32
LOC100647451,197,26,399,231,508,365,189,169,141,470,849,395,627,1019,777
LOC100652133,176,51,259,201,241,201,769,586,824,897,71,206,190,159,223
LOC100645595,61,5,98,73,195,289,16,27,36,39,135,170,186,107,317
LOC100647225,888,48,1180,1151,1673,259,200,260,133,257,103,225,218,261,221
LOC100645279,381,67,570,352,651,700,122,117,105,251,574,647,979,1113,745
LOC100650146,33,3,62,34,92,89,29,23,25,27,85,53,24,106,60
LOC100644668,412,103,802,640,1318,2456,306,248,233,402,22338,6259,15114,10596,6804
LOC100643245,96,29,182,66,154,157,187,137,177,311,84,79,96,138,125
LOC100645422,8,8,16,23,43,12,62,49,64,30,4,33,21,4,15
LOC100644531,387,179,520,489,418,483,664,605,643,597,27,316,201,162,297
LOC100650894,362,135,425,547,311,392,627,525,649,571,50,218,152,92,249
LOC100644547,922,196,791,662,620,531,1648,1201,1282,1484,56,396,146,178,385
LOC100650685,870,297,871,1083,854,1060,2469,2025,1976,1302,68,681,227,374,522
LOC100644321,1341,292,1363,1570,1099,1282,1711,1440,1783,1353,85,682,294,441,646
LOC100650000,117,93,193,136,202,251,420,378,205,375,91,181,251,460,310
LOC100647784,107,42,110,155,115,103,157,253,349,351,35,140,74,74,94
LOC100645245,385,290,608,383,455,497,2290,1721,1711,1689,92,284,175,232,269
LOC100643477,8,1,12,9,5,15,10,15,12,9,13,9,7,3,11
LOC100643247,49,2,80,75,146,109,25,16,10,37,111,70,102,111,88
LOC100646171,376,57,518,334,623,789,227,172,179,299,954,672,751,1184,787
LOC100650554,171,48,301,141,247,171,247,217,249,285,139,204,171,338,230
LOC100648047,206,28,358,222,539,418,160,126,109,244,1801,563,777,1040,829
LOC100644362,307,129,532,291,583,583,196,227,207,368,1404,711,1652,1793,1339
LOC100645030,284,86,517,291,648,577,424,378,358,676,618,475,507,1136,844
LOC100651708,163,64,179,94,291,208,96,44,183,101,704,123,294,439,386
LOC100646186,1375,7,3631,1646,4475,2264,225,178,140,1118,15745,2564,4200,7594,4730
LOC100646244,648,41,1048,485,1783,1151,216,180,213,468,3683,1140,1446,3041,2089
LOC100644253,1255,159,2008,1299,2112,1666,1478,1121,974,1972,1521,1530,1735,1605,1429
RpS5a,332,58,586,349,635,677,253,179,151,361,1661,662,1206,909,706
LOC100647851,1375,480,1244,1195,1034,1207,4164,3362,3335,3350,239,795,341,556,584
LOC100646461,681,67,996,794,708,777,817,727,770,990,66,639,456,421,588
LOC100649545,124,43,230,133,157,141,298,250,372,463,50,117,80,188,150
LOC100645970,107,20,172,83,153,177,42,36,22,58,164,183,134,314,204
LOC100649511,131,70,245,157,237,246,222,138,217,338,191,256,267,491,433
LOC100651808,181,28,375,180,425,288,125,101,78,228,519,280,328,1088,921
LOC100646306,522,206,867,448,1167,867,265,213,169,369,2097,870,1481,2125,1473
LOC100644412,230,82,243,145,278,339,618,658,592,1046,42,285,253,209,309
LOC100651326,607,166,760,695,702,746,1689,1368,1706,1450,148,633,422,502,729
LOC100651576,756,223,840,667,758,1040,505,445,569,608,776,1229,1135,1384,871
LOC100642506,325,158,619,397,431,535,101,98,100,159,258,671,537,466,426
LOC100646900,13,11,26,12,15,13,93,43,36,45,6,7,11,12,11
LOC100648099,255,78,351,213,321,316,330,184,324,302,171,453,284,602,773
LOC100648298,138,36,146,151,102,83,161,183,281,181,21,118,49,45,59
LOC100643234,845,147,1273,750,1371,1293,915,736,661,1422,2816,1525,2398,1789,1665
LOC100644688,123,24,136,130,91,93,296,243,282,313,18,93,34,44,114
LOC100647513,192,26,430,209,390,384,89,70,58,147,872,433,325,782,450
LOC100644512,628,219,617,737,367,508,701,513,960,337,34,259,97,125,218
LOC100644511,298,65,346,346,285,336,793,657,838,773,29,142,69,126,198
LOC100651775,234,72,504,297,655,720,358,290,287,439,1160,886,1048,1687,1400
LOC100650279,205,186,169,202,191,134,416,437,353,277,24,186,52,55,138
LOC100651629,463,125,653,455,645,741,469,324,352,511,629,683,397,1132,812
LOC100647548,144,98,126,82,121,123,233,191,264,299,26,56,58,102,102
LOC100642870,179,97,347,157,448,409,401,323,357,715,371,555,619,1064,719
LOC100645071,584,135,532,765,450,602,1888,1659,2321,1666,32,352,170,203,333
LOC100652308,184,63,217,166,203,205,549,575,637,779,67,168,119,184,179
LOC100643866,205,23,392,219,406,374,202,161,133,273,1094,662,637,873,610
LOC100646093,359,105,367,540,288,345,942,784,986,944,17,179,120,85,195
LOC100646035,333,101,382,418,352,364,756,741,824,962,38,470,288,275,507
LOC100645022,246,106,358,227,326,298,475,396,396,656,88,222,246,292,334
LOC100644912,37,26,48,35,19,21,44,50,49,46,9,17,12,8,25
LOC100651392,197,62,377,175,434,412,185,162,161,378,1962,532,814,1083,784
LOC100645284,65,26,37,34,28,46,82,103,72,51,0,18,3,7,11
LOC100646572,58,21,53,62,43,44,70,74,102,75,12,32,19,20,34
LOC100648811,967,292,1131,1586,632,1309,1867,1476,2786,1629,30,302,71,90,276
LOC100649402,191,120,185,209,167,181,579,408,425,277,58,62,58,55,83
LOC100648528,147,36,174,107,106,84,302,190,153,298,23,43,42,58,70
LOC100644283,409,83,911,911,473,542,1981,1558,1395,1292,158,211,138,253,213
LOC100652069,111,32,226,92,261,242,102,73,63,201,419,234,191,645,457
LOC100648326,339,29,300,417,298,285,247,319,191,227,18,147,80,89,94
LOC100642789,51,26,97,44,143,141,94,92,151,257,414,545,376,1330,1039
LOC100643070,3816,991,5321,6500,2542,3588,12520,7971,15399,4424,92,976,166,379,732
LOC100646950,418,75,285,244,214,287,539,531,719,633,37,253,79,102,209
LOC100650897,80,33,128,115,108,107,133,138,140,186,22,105,80,119,104
LOC100644274,834,201,1096,1035,1004,1056,1461,1163,1510,1379,664,807,521,1554,1332
LOC100650077,1258,628,1916,2061,1293,2326,3991,3151,2577,2172,262,743,958,732,921
LOC100648539,0,1,6,0,2,1,3,3,3,0,1,16,7,52,18
LOC100643113,57,10,90,36,33,44,53,35,33,27,24,21,57,39,32
LOC100651368,240,60,418,238,526,446,198,140,163,280,898,325,456,791,608
LOC100643261,23,10,31,25,40,36,89,73,113,101,5,21,9,35,23
LOC100651322,122,34,190,85,164,182,66,72,68,76,104,352,403,390,386
LOC100646658,17,4,17,15,11,16,55,31,31,18,1,14,3,4,8
LOC100646700,1060,53,1612,907,1436,755,488,516,435,513,1233,394,715,949,801
LOC100650310,126,39,176,135,176,158,116,114,72,158,60,82,89,69,72
LOC100647688,214,46,425,202,448,286,112,98,98,253,363,251,370,516,412
LOC100652271,28,4,43,23,52,48,36,29,14,52,76,48,62,119,75
LOC100642672,657,112,1064,538,1114,1148,295,253,203,442,2319,1814,1449,2635,2023
LOC100644345,61,27,78,75,71,95,166,197,51,86,9,85,89,48,113
LOC100643102,34,72,39,103,36,61,106,88,59,53,8,28,22,12,24
LOC100650632,64,15,153,68,155,130,63,57,51,93,679,807,439,1586,973
LOC100652250,9,2,9,3,7,9,13,8,16,16,6,24,20,35,33
LOC100651025,677,26,3168,1965,1850,765,1991,2266,1465,4850,399,254,506,305,359
LOC100651292,776,27,1347,648,3771,1450,366,309,359,401,2095,2156,2458,6821,3353
LOC100646207,311,37,184,157,282,469,193,181,115,121,646,861,950,567,612
LOC100648482,11637,196,10200,5770,43213,23012,7522,12855,5620,8992,91082,26650,124990,88597,69327
LOC100648717,3279,56,3282,1964,12474,6434,2142,3949,1862,2663,33301,8038,35653,28760,23045
LOC100652301,1448,44,1200,700,4206,4203,1237,2203,928,1067,35743,7522,27002,28439,24181
LOC100651307,132,7,18,19,74,304,30,25,32,15,37588,4825,10267,7953,5733
LOC100645388,1937,446,2097,1549,2186,2856,432,382,209,351,6040,4448,9514,3367,3864
LOC100646730,197,100,179,115,82,190,76,72,74,60,68,204,295,181,158
LOC100642942,24,3,149,47,40,10,122,61,31,180,16,12,13,20,11
LOC100644191,189,71,293,211,266,239,262,236,255,317,145,220,224,179,222
LOC100649631,186,31,383,308,399,393,189,159,150,447,560,457,568,2373,1164
LOC100649473,180,27,353,166,481,306,255,176,207,445,332,261,320,983,656
LOC100646573,160,43,262,211,239,162,224,211,237,209,31,133,104,181,160
LOC100648234,77,10,158,94,177,160,113,117,105,259,363,492,279,1508,1024
LOC100646634,274,58,380,330,391,225,621,453,566,775,49,217,52,170,244
LOC100643012,121,41,108,95,99,125,135,93,93,109,18,32,39,71,61
LOC100647370,1675,347,1869,1510,1571,1674,2139,1712,1888,2276,360,1136,515,1060,1155
LOC100645231,606,163,458,640,329,630,819,941,679,453,15,491,150,184,355
LOC100649438,656,120,641,681,463,708,905,789,750,780,59,394,111,153,251
LOC100649664,706,147,1200,768,1073,953,684,603,422,609,1327,1010,1398,1268,1061
LOC100642867,512,209,519,543,541,695,1192,964,1116,942,159,426,433,360,522
LOC100652006,33,24,45,37,45,40,72,65,62,79,8,27,30,38,60
LOC100645092,43,17,49,39,50,53,27,40,37,49,30,201,120,150,250
LOC100645661,143,62,208,174,186,300,340,217,188,267,118,239,345,225,202
LOC100647635,262,76,364,293,310,215,699,510,569,932,76,237,108,185,237
LOC100646783,461,108,588,470,558,505,980,830,1002,1439,89,541,384,414,569
LOC100650987,251,63,289,302,211,304,664,662,582,639,9,188,119,73,206
LOC100644787,3262,605,4208,5720,4144,2994,3756,4016,3686,2377,173,1309,661,756,1036
LOC100644361,136,44,158,160,143,195,201,204,246,250,25,154,131,90,111
LOC100649510,277,49,291,174,280,476,95,93,87,95,396,267,341,481,462
LOC100646855,142,44,258,205,215,238,391,374,521,569,50,191,170,190,223
LOC100651075,682,235,925,973,784,851,1232,1114,1384,1261,123,607,571,378,663
LOC100643881,27,6,62,27,42,45,42,40,25,57,44,52,55,32,39
LOC100649716,281,45,427,268,388,387,267,171,203,344,368,364,450,579,412
LOC100650882,692,209,692,626,566,684,1402,1212,1339,1206,64,504,281,371,569
LOC100649406,449,187,520,591,357,452,2084,1649,2037,1223,24,196,87,102,178
LOC100647078,271,100,386,314,357,237,616,506,569,820,64,248,120,228,273
LOC100652116,431,260,644,410,598,478,746,590,818,594,538,784,845,1113,786
LOC100647974,703,273,867,723,868,805,4606,3170,2100,1443,68,477,307,345,380
LOC100650855,530,253,626,700,468,571,1573,1180,1713,957,65,297,238,225,353
LOC100649663,237,183,326,387,209,236,679,667,820,687,32,99,76,67,136
LOC100643513,37,24,49,68,33,22,99,119,135,68,6,19,20,9,20
LOC100646339,1625,795,2381,3187,1691,910,2700,2635,2725,1687,38,626,203,238,448
LOC100643163,22,8,26,22,19,38,45,33,41,58,8,10,21,14,15
LOC100645138,427,79,601,510,609,922,338,301,307,398,457,672,859,1007,765
LOC100647352,15,21,29,38,23,28,107,83,149,50,1,16,11,11,9
LOC100650212,256,69,470,270,495,464,360,264,286,476,257,619,303,1024,631
LOC100645379,36,136,59,26,56,50,44,33,36,58,31,51,54,32,63
LOC100643599,69,49,77,71,77,56,174,190,103,119,22,116,93,39,70
LOC100649681,422,128,295,312,284,213,553,404,617,355,25,176,64,67,162
LOC100649947,527,67,890,838,1305,1734,707,632,630,650,1838,1270,1515,2268,1130
LOC100652085,191,29,548,427,561,693,2980,1787,1193,1759,850,1726,2336,2828,1469
LOC100644786,162,10,370,214,484,399,110,87,108,214,361,356,387,589,420
LOC100651278,2270,345,4846,2157,2883,1300,2911,2790,2545,3575,139,421,502,536,603
LOC100647312,2668,267,1574,1579,1878,1706,1847,1706,1384,1261,466,1172,808,1119,1119
LOC100651331,131,19,189,99,262,205,37,27,24,65,214,239,214,448,236
LOC100643201,163,27,203,146,359,285,113,97,69,201,605,348,428,462,331
LOC100642206,599,143,954,560,1000,1124,494,413,458,613,1926,1190,907,2026,1276
LOC100648261,361,60,747,441,772,605,238,184,198,331,500,344,622,925,726
LOC100651867,101,30,133,97,170,189,94,82,81,109,234,216,269,280,209
LOC100649483,128,36,270,121,308,273,130,113,106,199,625,335,252,596,430
LOC100647789,1801,436,2270,2138,1714,1962,3434,2854,3974,3572,111,788,501,483,688
LOC100651441,94,27,196,68,207,166,68,67,54,128,592,251,342,462,321
LOC100649266,637,157,825,881,463,537,745,723,1043,806,38,388,181,168,280
LOC100649966,43,54,46,27,69,63,15,15,23,13,227,92,85,250,194
LOC100642295,8814,175,1568,2282,5335,1578,2103,2851,2256,1295,36,198,95,106,177
LOC100642899,69,34,98,102,94,85,214,150,189,139,36,57,54,59,68
LOC100643877,43,20,81,61,34,39,185,134,257,139,9,23,17,23,30
LOC100647064,433,59,697,321,665,545,297,292,146,390,257,488,469,777,618
LOC100647314,12,8,25,12,19,13,33,30,57,42,7,10,7,14,13
LOC100644648,169,224,94,93,103,83,909,1004,871,498,27,81,43,42,74
LOC100642443,13795,106,13995,4147,57578,4256,10984,42301,36271,3244,13385,940,4338,3314,1876
LOC100649621,174,178,142,74,621,246,899,654,283,83,509,460,1315,439,523
LOC100649298,626,100,913,1281,629,639,1281,1144,1363,1164,49,245,109,127,195
LOC100651315,43,20,47,36,29,31,92,82,109,91,11,36,36,35,70
LOC100649012,617,145,1185,613,1159,1208,965,780,783,1419,914,1359,1253,2303,1765
LOC100647682,43,13,70,46,72,94,129,123,220,161,72,48,70,111,94
LOC100644325,174,60,326,195,334,418,317,209,288,397,491,431,547,684,652
LOC100642748,903,189,863,707,777,1627,457,289,232,214,384,1041,1294,1642,1697
LOC100642987,481,132,727,830,551,253,1308,961,1357,1031,28,116,83,72,145
LOC100649642,1352,191,2063,1362,1985,1952,1366,1394,882,1574,1914,1843,1759,2423,1851
LOC100643050,5,4,9,10,2,1,20,25,21,13,0,1,1,1,1
LOC100642930,2454,138,1321,1467,829,1027,1029,1301,1299,988,51,439,104,126,328
LOC100650780,178,29,149,142,185,140,236,152,94,153,17,70,53,48,59
LOC100650276,37,21,39,22,19,20,107,71,142,28,9,11,17,15,26
LOC100651167,322,310,336,321,265,317,452,443,772,199,30,155,51,78,85
LOC100649965,1115,223,2239,1602,1851,1259,515,452,373,1025,843,1482,1602,1290,1105
LOC100646614,12,5,7,4,10,10,17,20,16,32,13,9,92,8,25
LOC100646052,380,102,717,361,748,925,360,319,298,532,1919,798,921,2185,1684
LOC100649123,207,122,342,380,260,301,317,218,304,250,25,59,46,60,71
LOC100644903,1904,449,2040,1637,1890,2204,959,825,1129,1226,6447,3293,6861,2727,2332
LOC100646167,45,11,7,13,69,59,10,12,6,13,31,41,192,36,151
LOC100642270,255,54,268,397,162,157,736,574,712,360,47,158,125,124,205
LOC100647552,56,17,60,72,43,77,41,34,27,50,36,173,192,131,187
LOC100643141,393,72,684,412,664,719,227,231,188,452,712,513,911,818,686
LOC100651335,332,40,335,284,362,294,487,392,441,428,43,104,177,110,106
LOC100647489,1162,236,1197,1367,1198,1158,1724,1618,1982,1598,73,418,275,248,340
LOC100645603,159,37,287,127,290,243,109,117,105,280,287,166,346,313,256
LOC100648175,889,129,1344,822,1709,1049,1010,879,910,1951,2751,1415,1901,2131,1620
LOC100648522,636,65,1148,880,1305,290,922,920,474,884,32,155,107,106,127
LOC100651482,50,21,48,45,37,27,189,140,61,135,12,56,33,62,85
LOC100651813,748,187,1343,782,1250,2072,1091,960,972,1253,2134,3222,3502,4862,2900
LOC100644153,1317,474,1895,2101,1633,1524,2247,1808,2073,1912,201,689,373,629,768
LOC100646732,327,96,612,450,607,662,201,243,186,334,355,449,891,740,620
LOC100643934,213,48,398,164,463,330,191,163,164,356,1234,355,644,659,498
LOC100649634,83,18,116,70,138,109,72,60,69,172,219,98,204,233,179
LOC100644152,42,9,69,44,63,127,66,56,64,118,75,77,85,131,94
LOC100642848,922,259,1014,1530,555,632,1174,1147,1160,572,33,166,54,66,118
LOC100648480,141,56,226,44,172,204,584,743,680,548,80,614,226,439,782
LOC100642340,350,41,205,224,326,1733,247,157,315,257,1411,3715,3490,2000,1919
LOC100648366,166,98,222,238,171,244,340,311,306,371,22,281,74,141,169
LOC100651334,251,52,24,62,245,90,28,106,66,46,17,195,572,52,470
LOC100645057,8,0,12,8,9,11,9,2,14,3,5,16,3,13,16
LOC100646566,2144,327,3617,2512,2040,1815,2609,1872,2203,2574,135,810,260,525,791
LOC100643624,1325,107,1349,994,2323,4855,908,813,777,1300,9093,10932,11324,8939,9440
LOC100646183,2810,380,2767,3143,1992,1202,1507,1585,1962,1378,54,1178,369,330,605
LOC100644324,373,61,584,347,651,524,402,314,365,512,638,606,819,1148,900
LOC100643895,192,32,223,220,223,219,324,387,321,139,19,141,111,96,144
LOC100646625,284,74,332,212,337,425,561,377,434,708,90,521,500,497,718
LOC100648645,764,369,817,779,897,826,3413,2504,1529,1630,244,689,828,565,722
LOC100651232,4230,390,2946,2840,3928,5881,2645,1617,2176,1853,7629,7232,10226,4940,5068
LOC100649683,168,28,321,103,337,309,119,73,87,163,767,389,440,706,468
LOC100652224,3107,1122,3956,4673,2990,3136,5200,4380,6832,3626,374,1734,1153,1144,1564
LOC100651603,3847,396,3344,4045,2864,3369,5139,3965,3949,2791,99,649,222,276,620
LOC100649778,856,254,1052,912,1108,1554,888,746,949,983,314,1029,1355,766,759
LOC100651468,222,30,354,143,529,212,153,167,111,234,316,303,314,853,556
LOC100649112,414,68,621,363,955,299,148,155,56,228,130,123,209,141,90
LOC100645349,2082,50,1078,893,2069,2026,659,357,271,567,2221,2183,4174,2805,2632
LOC100647449,672,194,1111,759,1211,1218,613,458,511,782,1127,1398,2175,1872,1243
LOC100651427,753,172,1407,765,1293,1394,685,495,629,930,1066,1170,1337,2287,1541
LOC100644949,131,29,221,120,250,250,162,124,116,270,449,242,379,437,317
LOC100651586,374,33,710,311,899,559,307,146,126,479,371,355,590,641,834
LOC100643842,197,38,376,171,358,345,216,187,243,372,237,501,305,952,621
LOC100651854,369,122,711,358,931,655,361,395,398,599,737,834,835,1395,912
LOC100649279,308,55,541,275,734,576,293,217,226,503,820,585,680,1894,1427
LOC100645784,17,2,42,17,34,17,38,29,23,102,93,163,153,652,446
LOC100647113,474,192,662,644,530,528,917,794,931,944,72,349,395,324,386
LOC100642363,309,70,379,328,312,346,401,354,392,379,57,221,232,220,248
LOC100650395,1519,273,1787,1640,1618,1793,1126,1044,1210,1228,84,634,276,510,782
LOC100645726,660,370,771,609,948,768,1336,1073,1192,1995,155,440,369,585,722
LOC100645924,95,52,106,129,84,124,240,206,292,193,13,94,92,46,108
LOC100642883,172,62,172,139,251,253,159,169,164,211,326,659,323,522,387
LOC100647719,1066,36,1152,1263,1208,2356,775,659,774,1038,1339,4530,5592,2597,3066
LOC100645939,825,630,882,1257,673,919,1182,1055,1258,815,40,474,136,153,314
LOC100651994,83,115,162,113,142,182,249,231,274,381,81,103,190,145,142
LOC100650824,110,20,151,90,136,175,52,57,49,84,484,208,223,334,214
LOC100645578,175,28,250,155,293,203,145,94,87,222,234,260,297,335,272
LOC100644562,1694,425,2262,2092,2607,2598,1241,1087,1285,1227,845,1791,2461,1730,1748
LOC100651116,244,81,481,287,504,478,372,400,348,636,1044,652,746,586,581
LOC100651791,1018,4998,1397,1903,1300,1358,2064,2231,1794,1353,51,423,247,294,400
LOC100642531,187,49,412,194,580,274,238,157,127,375,1754,382,716,1105,954
LOC100650869,1543,300,1452,2267,1409,1692,865,898,1188,617,136,835,506,321,571
LOC100647632,884,177,1726,1742,909,2029,4142,3563,2011,3435,193,2450,922,1379,1642
LOC100652148,3874,296,3177,2586,3785,1509,1175,1270,1506,1580,535,2173,1683,2006,1901
LOC100650711,4123,218,1779,1780,2865,1319,1902,1507,1507,1317,124,741,372,388,596
LOC100648585,558,129,1104,646,1498,990,270,241,245,495,4955,1264,1705,2884,2024
LOC100645884,51,40,61,36,39,55,161,109,169,197,10,66,32,78,58
LOC100649044,146,80,230,192,132,159,459,305,300,308,51,82,42,84,74
LOC100650537,219,131,297,301,212,216,653,435,372,440,35,166,75,100,117
LOC100650758,817,225,1637,908,1747,1750,1476,830,977,2007,2914,1220,2413,2785,1838
LOC100647403,112,25,166,92,189,185,69,58,32,63,262,196,248,405,302
