Bter_ID,Mated_3,Mated_4,Mated_17,Mated_18,Mated_22,Diapause_33,Diapause_34,Diapause_35,Diapause_36,Diapause_37,Founder_Diapause_40,Founder_Diapause_41,Founder_Diapause_42,Founder_Diapause_80,Founder_Diapause_83
LOC100646003,610,293,1458,906,1292,2188,1182,1033,1150,1881,6329,2044,3062,5536,4304
LOC100646626,2552,594,2989,2766,2633,2264,1858,1794,1856,1651,1309,3093,3870,1934,2790
LOC100643900,30,8,50,5,14,15,8,31,14,12,151,778,646,1930,1109
LOC100652042,475,46,413,342,415,365,490,468,433,708,57,152,139,119,135
LOC100650358,84,22,117,78,250,176,62,32,51,64,312,282,417,464,373
LOC100649981,685,191,684,763,476,536,1412,1226,1876,1237,41,242,84,111,223
LOC100642628,1,36,1,0,1,0,1,1,0,0,2,0,2,0,1
LOC100644023,700,617,851,1099,654,1102,1332,1147,1686,1332,71,711,412,285,450
LOC100651918,1259,302,1784,1140,1865,1975,700,623,719,1011,2863,2797,3887,2872,2600
LOC100646613,1243,347,1954,1289,2119,2217,851,642,711,1188,2577,3741,5294,4777,3397
LOC100642623,1057,264,1758,927,2132,1806,889,756,863,1696,3916,2436,4803,3178,2856
LOC100649371,1433,322,2765,1589,2457,2067,1152,1102,1047,1932,1079,2053,2726,2186,2004
LOC100647433,825,264,1527,704,2085,1806,605,510,485,1125,4216,1921,4869,5766,4647
LOC100645205,1270,264,1262,1258,1312,1436,441,402,379,481,144,1305,1306,910,1035
LOC100647518,1490,394,2450,1507,2617,2108,1071,844,722,1459,3366,2467,4304,3773,2637
LOC100645186,480,69,834,481,775,720,830,703,560,997,862,1049,1452,1367,955
LOC100648619,683,231,927,693,906,1245,709,584,668,891,931,1243,1775,1214,1159
LOC100643906,821,191,1222,763,1455,1314,640,534,513,881,1578,1547,1723,2619,2187
LOC100647428,620,159,1148,689,1568,1089,323,256,341,551,4745,2117,3908,4112,2833
LOC100642560,147,46,296,151,400,361,88,72,71,172,452,320,438,833,558
LOC100647642,343,69,533,418,613,828,250,160,234,360,878,757,860,989,677
LOC100645611,129,32,230,135,286,312,88,64,93,188,475,280,267,745,528
LOC100643376,537,98,600,332,1170,589,201,156,124,254,1213,800,767,2001,1395
LOC100645835,91,19,169,66,259,230,35,33,18,55,579,133,210,574,420
LOC100647901,144,15,251,120,250,264,42,46,45,87,757,256,252,471,400
LOC100646266,76,16,135,65,175,189,132,94,111,212,540,148,228,439,387
LOC100647568,1836,534,3021,1592,2994,2804,974,840,766,2336,8070,4709,8061,8779,8847
LOC100651698,148,24,242,114,298,299,145,85,117,180,526,283,304,499,362
LOC100646251,528,121,772,502,927,1187,205,149,185,297,881,906,1016,1510,1069
LOC100643885,31,4,10,12,23,40,21,19,10,7,35,32,79,36,41
LOC100648473,53,14,67,36,71,134,125,103,96,41,89,208,309,211,267
LOC100648594,13,4,17,21,31,67,21,12,20,1,43,94,119,81,95
LOC100648706,333,101,405,326,483,957,359,266,308,141,716,1056,1590,1052,1120
LOC100643470,245,67,566,235,683,512,218,186,142,468,845,392,641,1409,1111
LOC100652292,236,138,182,95,264,347,528,449,596,513,112,574,648,1753,1627
LOC100644520,172,30,282,185,283,309,119,80,64,128,276,364,394,366,309
LOC100643390,153,47,278,170,338,315,217,148,169,271,484,340,369,431,312
LOC100652257,819,197,1176,700,1515,1703,500,368,436,708,2169,1649,2572,2572,1954
LOC100648017,247,52,460,249,493,452,236,186,206,310,466,583,539,858,720
LOC100650866,263,43,432,239,471,741,247,171,148,296,1403,598,612,982,795
LOC100643965,185,38,331,165,415,390,115,93,91,183,2187,474,669,1297,770
LOC100647138,461,99,722,406,881,913,327,239,178,374,664,662,1229,1559,985
LOC100650775,257,35,358,171,448,375,90,89,71,146,1723,578,692,831,568
LOC100648723,118,39,236,58,278,371,70,70,53,225,569,240,322,685,559
LOC100648581,837,182,1083,634,2106,1579,949,825,632,1569,5204,1153,1779,3431,2452
LOC100651783,128,33,256,125,330,402,91,60,70,166,811,348,372,688,553
LOC100649750,20,10,48,20,73,40,23,21,15,54,138,32,60,191,168
LOC100648361,99,14,236,129,373,223,77,64,57,177,1576,214,556,768,540
LOC100642626,294,80,450,252,506,682,243,181,198,246,674,574,457,1238,796
LOC100642220,432,110,827,477,847,861,1328,1080,1074,1114,2416,653,1045,1611,967
LOC100645128,362,54,666,305,831,668,306,248,228,504,1572,600,709,1466,1014
LOC100651993,91,29,159,92,222,267,80,77,68,145,1057,362,424,686,529
LOC100646140,273,74,485,278,635,490,236,215,191,518,1239,561,661,1316,1021
LOC100651787,541,240,903,610,882,975,483,365,441,661,923,1163,1068,1523,1147
LOC100645881,1608,328,2984,1676,1965,2817,391,389,239,491,14540,5033,8182,7006,5472
LOC100642777,372,82,742,328,793,807,304,263,224,450,1074,723,728,1756,1188
LOC100652075,1697,206,4333,2896,4172,4734,2035,1597,1266,2691,4779,2427,3799,2859,2405
LOC100652056,1334,371,2267,1411,2677,3159,969,847,834,1477,6090,3468,6328,6524,4516
LOC100649731,1967,1186,3025,3482,2481,1625,3336,2673,3088,1859,152,750,440,428,510
LOC100642461,308,75,406,264,420,479,267,236,291,396,720,449,554,778,655
LOC100642286,72,26,70,54,151,111,59,53,39,86,236,86,102,186,162
LOC100647664,2454,479,3668,2081,5298,4346,2645,2055,1826,3845,7232,3029,4456,6748,4809
LOC100643570,1011,183,1529,977,2673,1932,1324,962,655,1827,9508,2323,3924,5098,3679
LOC100646020,974,135,925,529,1521,1565,538,390,606,953,24406,4812,6185,6532,5326
LOC100647498,260,83,364,355,412,224,618,449,711,715,35,162,154,160,216
LOC100643527,600,148,995,584,1213,1168,445,340,304,682,1984,1108,1472,1928,1464
LOC100646582,140,101,655,630,1075,1874,169,140,104,260,1703,1686,1961,8043,1818
LOC100649627,36,9,33,22,38,29,49,38,48,38,38,173,84,142,160
LOC100649909,235,31,266,280,209,168,200,160,169,180,16,135,46,95,144
LOC100644887,632,116,713,765,535,704,1023,893,1113,1022,40,524,277,297,450
LOC100648776,2966,785,3629,1506,4760,3723,1418,1200,866,2299,9447,4229,8229,11295,9977
LOC100643177,626,113,1056,597,1238,1205,682,467,490,882,1520,1265,2269,2078,1566
LOC100649644,480,74,805,483,885,686,266,151,210,419,772,629,952,952,737
LOC100645802,195,21,464,263,545,180,337,282,336,391,317,184,146,246,286
LOC100648327,84,16,130,168,81,128,48,33,39,38,9,61,16,19,26
LOC100644583,187,79,358,254,441,453,353,253,265,562,699,592,503,993,750
LOC100647411,6,1,6,4,17,17,10,3,1,17,18,10,16,24,13
LOC100651068,4006,682,5832,2677,8464,6069,4511,4036,3725,5820,12765,4097,5921,11682,8328
LOC100648890,1122,201,1520,893,1732,1882,2171,1550,1506,1940,1094,1085,710,2075,1455
LOC100649189,1596,309,2662,1734,3061,2714,2177,1791,1507,2674,6548,1940,3218,3412,3480
LOC100647701,4971,748,8193,3986,13530,8687,6441,5576,4364,11395,25663,5154,10426,19853,14312
LOC100652238,1373,282,1675,1146,2661,2330,1669,1358,1379,2294,5415,1680,2319,3745,2657
LOC100644788,1899,420,2366,1488,3314,3013,2187,2004,1809,2737,5731,2090,2665,4556,3213
LOC100645491,3288,495,3835,2085,6657,5004,2931,2074,1908,4480,11605,4234,5173,9786,7684
LOC100647085,41,25,104,34,126,97,50,44,40,112,474,92,189,389,280
LOC100645214,4055,666,2239,2059,3460,3751,1419,1432,1022,1505,3883,4729,7381,5180,3833
LOC100647184,206,56,313,192,336,361,101,109,100,207,1086,590,876,928,553
LOC100648023,34,1,45,31,43,36,0,2,5,5,19,27,15,56,56
LOC100650487,149,148,120,80,84,77,181,102,99,93,15,59,41,42,65
LOC100645470,1063,1048,1141,1081,1610,2560,1304,1203,1196,1150,1257,3611,3770,2743,3143
LOC100645221,745,147,777,496,651,523,355,253,365,289,34,117,63,81,111
LOC100643668,21,57,70,60,54,37,74,75,99,101,22,25,25,31,28
LOC100649555,301,68,544,304,643,581,299,259,248,514,1324,677,812,1280,979
LOC100646740,225,62,343,200,405,476,250,241,181,283,905,585,871,895,583
LOC100651007,877,417,1217,1147,1178,1589,923,811,929,1083,545,1440,1685,1389,1367
LOC100642294,920,331,1355,836,1513,2028,924,731,793,1292,2289,1395,2093,2576,1802
LOC100647450,245,87,302,277,224,310,632,665,475,789,33,231,118,139,239
LOC100648987,533,115,1235,943,880,726,2099,1967,925,1591,76,220,179,114,151
LOC100647301,222,67,295,305,233,283,836,666,785,986,63,181,222,141,185
LOC100646787,188,41,200,127,29,176,113,31,43,137,294,121,566,161,145
LOC100647039,9608,835,3611,4381,4314,2926,4665,4693,3524,2690,164,2441,730,1050,1454
LOC100643218,58,32,103,72,73,24,96,37,81,69,10,12,24,20,19
LOC100645734,1865,262,2020,1834,2034,1650,3346,2930,3482,3180,683,1343,919,1049,1107
LOC100645849,3581,527,5969,8922,3847,6019,5412,4761,4874,5495,350,3114,2772,1847,2065
LOC100648239,56,47,52,26,38,74,133,56,84,95,13,11,17,15,23
LOC100646910,7638,1401,8108,9268,8029,6680,11522,10000,13308,14404,690,4793,4854,3149,5193
LOC100647207,376,58,420,485,416,257,482,368,737,403,21,198,74,117,169
LOC100642740,257,113,620,261,871,573,388,305,315,824,1057,475,907,1357,1085
LOC100646001,263,100,480,257,658,507,634,547,519,1225,1272,450,989,1705,1586
LOC100643191,203,53,462,215,659,329,253,186,149,384,1400,434,727,986,786
LOC100647262,1143,331,2312,1545,2252,1840,1629,1370,1400,2452,1788,2061,2152,3298,2421
LOC100642918,60,29,108,73,85,86,222,215,247,233,17,57,71,85,111
LOC100643358,233,34,461,227,676,420,212,145,168,363,2044,380,753,1380,1017
LOC100650577,83,11,100,77,83,92,261,163,263,342,16,106,84,149,122
LOC100646957,528,130,698,586,525,635,371,256,352,408,140,551,230,331,459
LOC100652046,182,40,347,230,273,336,325,166,248,308,445,362,203,430,278
LOC100643237,303,90,403,362,309,297,789,854,683,745,40,193,150,114,212
LOC100651383,199,48,264,237,306,362,285,244,208,330,71,217,250,192,207
LOC100645904,1337,290,1931,1132,3121,2664,1842,1461,1011,2222,7047,2371,3370,5323,3835
LOC100649598,104,9,165,106,183,145,29,19,25,33,64,183,192,240,197
LOC100649922,287,94,422,267,300,209,431,251,232,240,27,39,78,65,49
LOC100647627,442,109,585,430,612,814,604,572,731,723,409,1023,907,945,782
LOC100648718,436,136,754,346,1085,1010,281,268,267,662,716,635,973,2171,1642
LOC100651337,2116,498,2154,2238,3656,3013,1988,1678,1698,1735,17849,4875,6694,8479,6703
LOC100648791,71,12,144,67,170,112,68,33,52,75,329,134,214,385,296
LOC100651959,961,216,1932,998,2190,1948,776,484,461,1022,3423,1969,2879,3600,2653
LOC100645870,182,25,275,150,229,260,260,222,180,442,84,169,145,226,200
LOC100651298,279,92,528,322,558,472,520,422,412,765,663,527,950,699,599
LOC100644417,248,51,657,314,1041,1072,179,172,128,389,1816,607,759,2261,1450
LOC100646571,107,21,124,100,162,145,369,341,409,425,42,106,97,107,127
LOC100650295,3,0,0,1,0,1,1,0,0,3,1,0,1,3,3
LOC100647623,193,51,385,332,312,251,381,279,265,289,40,116,129,117,110
LOC100651573,7,33,14,21,6,7,88,60,50,44,7,8,13,13,8
LOC100650905,2053,412,3695,2214,4064,3687,904,660,493,1371,3613,4429,6112,4685,3272
LOC100651961,755,108,1854,867,2018,1415,645,543,457,1160,1954,1279,2120,3476,2296
LOC100651762,465,183,915,444,1115,921,498,382,394,920,3404,1138,1881,2592,1817
LOC100649958,23,9,14,32,50,22,15,20,21,25,48,38,60,38,37
LOC100645118,137,23,272,116,364,185,106,76,85,195,299,179,146,523,380
LOC100644603,158,32,244,179,277,219,123,83,79,107,238,265,266,376,253
LOC100645571,291,53,603,283,814,565,376,340,269,754,1041,687,801,2013,1447
LOC100645903,659,127,1552,796,1841,1129,650,560,464,1492,1753,1164,1411,2945,2201
LOC100642451,140,52,393,180,557,462,122,102,94,270,798,244,369,1056,719
LOC100647957,261,28,456,213,445,513,210,168,152,431,1121,407,598,1048,703
LOC100643893,2124,598,3215,2810,2788,3269,4117,3167,3433,3739,404,1889,1857,1543,1619
LOC100646955,153,52,204,166,158,158,386,330,289,354,9,72,50,54,79
LOC100652081,797,211,1731,982,1429,1480,1038,929,1118,1804,1777,1349,2234,2009,2044
LOC100645336,13,2,10,8,9,6,16,19,15,9,12,11,13,13,9
LOC100650318,1268,75,2624,2219,2338,902,503,551,294,713,194,616,309,622,315
LOC100650828,198,69,411,183,453,417,226,196,126,358,208,454,248,783,592
LOC100648602,15209,587,22019,17524,67318,23721,11039,17860,11892,14229,107056,29069,127654,87067,68387
LOC100648833,8643,655,16302,13503,45522,11812,7537,11085,10798,8498,38928,12795,49552,33142,25505
LOC100645482,23,14,135,69,91,81,33,22,31,73,46,37,31,106,65
LOC100649608,19148,498,15755,13799,20098,10642,400,468,426,899,772,9201,8311,4699,8123
LOC100648346,985,63,3781,2737,3008,1939,623,435,445,1033,3055,1733,3240,2466,2051
LOC100646181,1495,144,2862,2351,2794,4119,597,490,446,918,2617,3911,5241,3201,3331
LOC100642860,454,165,531,707,493,181,61,52,62,38,18,34,36,19,23
LOC100644178,140,25,199,106,203,194,153,155,124,220,638,297,288,329,206
LOC100650876,837,148,1862,965,2081,1716,907,740,573,1522,1186,1424,1494,4099,2695
LOC100649138,133,48,136,151,155,150,317,259,273,250,38,89,91,75,98
LOC100651518,571,42,2341,1599,927,243,433,355,281,847,124,125,122,167,144
LOC100642944,174,51,358,169,381,399,151,120,120,238,586,350,356,730,518
LOC100644833,914,167,1335,1038,1350,1808,1235,1041,1189,1647,2357,1449,2558,1727,1654
LOC100644444,3528,40,4304,5486,3091,2430,5601,5136,4087,5888,164,2979,896,1267,1380
LOC100645239,1009,117,1890,954,2413,1839,382,316,271,775,3028,1970,2942,5219,3428
LOC100649744,286,39,26,50,21,403,126,79,181,83,54,513,6427,91,2683
LOC100643608,9,352,19,12,9,1334,7,34,67,10,162,7395,11926,7521,227
LOC100646824,378,90,632,433,642,668,459,382,488,635,256,696,579,879,791
LOC100651185,87,67,103,106,139,98,177,225,180,69,256,719,518,650,466
LOC100644007,955,219,1407,869,1261,1554,728,629,676,1130,1498,1764,2429,2208,1898
LOC100648451,202,590,655,459,337,49,84,46,63,108,264,199,484,212,210
LOC100649382,585,63,727,527,885,456,583,579,293,700,63,151,227,138,152
LOC100645909,30,7,35,45,28,42,58,31,22,45,11,89,33,58,462
LOC100649890,41,19,29,53,98,296,91,77,68,40,247,396,300,555,289
LOC100651134,730,205,1204,1528,1074,648,482,486,322,415,271,160,544,219,233
LOC100649139,640,232,942,602,1190,1240,1100,865,983,1216,1362,881,1091,2268,1621
LOC100652045,217,80,326,344,219,270,869,624,899,734,27,167,93,112,145
LOC100649761,9,1,5,12,14,27,4,2,3,5,11,23,39,74,31
LOC100647116,754,104,2676,1648,1758,862,786,771,713,809,265,431,582,300,412
LOC100642906,145,58,195,120,124,173,77,146,185,96,69,3022,1138,1602,2322
LOC100648041,75,11,59,26,29,25,15,32,49,20,44,506,368,137,663
LOC100643980,66,21,115,99,148,193,123,103,103,200,186,215,208,344,243
LOC100649250,228,100,276,334,192,179,629,623,675,257,52,134,76,86,131
LOC100652019,15,14,22,15,14,31,35,34,45,60,47,51,63,37,34
LOC100647169,2252,456,2504,2789,2217,2855,2606,2443,3438,2908,538,2378,1992,1531,1859
LOC100650245,4984,352,5249,4392,7395,3968,1015,907,813,1405,1683,4127,3581,3446,3516
LOC100642984,123,35,308,159,350,275,140,112,127,307,379,413,416,1200,933
LOC100642251,166,39,267,204,311,290,296,265,293,479,242,318,311,411,384
LOC100643830,798,381,1251,1779,787,607,1272,499,866,665,27,102,53,80,146
LOC100648126,942,80,710,877,809,1081,627,601,516,560,487,1424,2597,1133,1381
LOC100644604,44,22,38,34,40,51,202,143,96,97,9,18,22,16,30
LOC100650559,286,68,580,292,507,485,274,212,229,389,367,443,541,625,513
LOC100646111,288,57,455,206,485,418,141,135,113,284,265,484,538,772,640
LOC100645981,268,82,472,309,453,435,631,529,626,913,143,377,496,462,470
LOC100649550,394,57,655,261,708,614,225,199,219,331,291,538,478,1052,837
LOC100644558,295,86,498,279,603,553,367,282,332,573,2533,851,1078,1593,1196
LOC100645921,340,222,284,312,254,193,338,209,482,154,22,133,50,64,182
LOC100646134,37,6,78,51,101,74,65,53,55,141,80,53,98,162,95
LOC100651153,1165,169,2411,1254,3006,1929,692,541,518,1007,2545,1647,2548,3534,2473
LOC100650808,629,475,915,897,820,854,388,322,351,343,179,399,486,331,453
LOC100643859,231,44,277,290,208,330,741,579,791,514,36,153,92,98,295
LOC100647621,103,15,86,75,65,61,161,105,164,116,33,46,46,53,63
LOC100647227,12,1,23,4,10,15,13,11,19,4,5,91,42,77,91
LOC100644507,482,81,363,471,422,421,462,447,443,531,32,321,250,164,253
LOC100647704,958,218,1783,842,2175,1977,537,454,578,1242,3476,1641,3252,3607,2573
LOC100646839,244,50,292,218,463,601,215,137,185,341,1234,455,784,1045,827
LOC100647750,626,96,1108,619,1131,922,880,644,695,1193,1461,920,1302,1782,1283
LOC100649583,6,12,12,17,17,14,95,73,45,74,4,5,6,7,12
LOC100651882,1176,244,1757,1246,3199,1478,1045,822,703,1149,1814,1317,1895,1735,1579
LOC100651200,427,181,606,302,988,998,435,339,301,822,1118,1022,1310,2369,1950
LOC100651239,736,210,1221,751,1347,1825,1050,1144,918,1505,3610,1992,3745,3050,1836
LOC100643968,33,24,11,6,6,49,22,24,30,18,12,38,399,15,120
LOC100650947,1329,137,1692,1743,2866,2971,1527,1285,938,1583,1777,3395,4771,3689,3390
LOC100651126,224,112,296,209,351,357,303,251,278,551,122,290,275,306,323
LOC100644005,39,35,99,119,58,134,84,65,206,107,22,67,46,44,62
LOC100648337,201,89,265,243,146,183,760,571,484,536,17,120,53,81,92
LOC100647507,5,4,5,3,8,11,5,9,5,8,57,37,34,38,26
Argk,1022,644,1444,1423,1612,5607,1523,1055,1138,1105,3224,3069,14185,3431,4313
LOC100646407,280,96,455,225,551,477,245,180,255,443,490,471,554,883,682
LOC100645093,158,63,311,156,359,301,169,132,131,394,151,387,265,725,579
LOC100644133,117,16,282,113,264,255,164,112,118,272,167,280,193,520,404
LOC100646147,171,42,186,164,200,179,232,199,236,218,98,95,64,151,185
LOC100643883,126,29,132,105,133,121,181,153,146,175,26,214,152,198,226
LOC100648688,2,3,4,4,3,3,5,4,6,3,2,10,3,3,5
LOC100649489,10,6,14,8,19,6,122,38,42,86,4,3,5,7,6
LOC100643805,441,161,1048,614,659,567,1358,1242,857,2028,115,213,316,287,335
LOC100652199,1,1,1,1,1,3,5,8,10,12,2,1,0,2,1
LOC100650953,442,56,809,381,903,988,252,201,172,351,968,867,678,2126,1411
LOC100646246,228,35,395,388,360,292,139,111,89,87,13,4,75,24,56
LOC100646129,94,21,164,106,198,193,233,173,231,219,30,52,56,56,51
LOC100644831,465,161,469,334,1121,995,290,292,187,476,1878,1161,1905,2216,1357
LOC100643329,273,47,435,227,554,400,239,171,175,419,829,492,751,1177,799
LOC100648774,492,69,643,409,1058,1164,229,189,208,365,1179,1334,1215,1286,941
LOC100645809,7,4,13,6,10,7,6,12,10,6,10,63,55,41,43
LOC100651645,450,57,781,424,902,828,433,317,423,700,613,665,598,1341,920
LOC100647082,1324,137,1547,897,5915,1263,1513,1389,1181,1314,2991,1500,2286,2426,1938
LOC100646908,370,99,762,411,917,681,378,304,254,609,1525,786,967,1394,1039
LOC100648928,1051,248,1646,1085,2000,3064,503,413,328,775,7236,3874,4299,4687,3001
LOC100643009,496,80,792,476,1065,1419,555,354,282,717,5176,1373,2047,2550,1971
LOC100651521,496,93,573,491,738,1273,192,159,150,233,3120,1203,1900,1195,990
LOC100649465,808,120,1090,633,1669,1956,251,306,288,591,2086,1541,2569,3355,2476
LOC100643190,850,191,1429,726,2117,2389,762,568,678,1125,8314,1845,3600,4469,3137
LOC100647812,140,14,343,165,363,189,139,85,84,205,287,235,122,783,498
LOC100644568,684,105,955,526,1698,1890,522,366,345,851,12538,2249,4111,5301,3058
LOC100648865,679,147,947,822,948,1129,325,285,255,543,1097,1051,1548,997,893
LOC100644502,597,88,1277,784,1479,1316,807,517,467,1402,4513,1055,2075,2683,1968
LOC100646433,65,27,151,88,167,119,91,66,53,121,51,82,116,218,139
LOC100652256,968,338,1173,1015,1110,1600,639,653,629,903,565,1628,1572,1534,1410
LOC100649886,244,65,245,214,248,531,199,177,85,179,164,562,412,408,299
LOC100644985,717,69,1255,912,944,355,1140,942,719,1280,26,52,48,61,66
LOC100644723,592,93,674,589,877,1361,467,431,296,577,873,1389,1609,918,1071
LOC100650219,13078,1303,3012,2420,5123,3567,1849,1935,1853,1858,2415,7927,12172,9323,8749
LOC100646988,30,6,34,12,22,28,24,22,18,13,12,56,41,63,78
LOC100651404,111,55,125,107,105,153,215,196,172,158,18,223,50,156,219
LOC100647538,713,281,767,940,556,646,1004,934,989,720,40,385,118,138,358
LOC100644418,161,56,189,184,198,229,398,312,398,398,40,118,101,87,116
LOC100645464,995,304,1374,1708,1122,1344,2388,1648,1607,1534,101,838,479,438,748
LOC100649425,294,118,451,240,392,443,256,291,226,417,103,311,351,546,455
LOC100647746,4983,1190,8097,5381,6749,7856,11875,8117,11539,12985,948,3645,2726,3756,3648
LOC100643854,370,149,636,363,671,780,507,372,455,772,391,1091,687,1419,939
LOC100643501,45,11,40,58,54,57,177,145,157,124,310,61,116,221,124
LOC100643146,2549,217,992,1799,692,520,1464,1477,1980,651,28,272,89,144,222
LOC100645090,228,78,321,291,333,482,500,419,466,621,214,316,424,337,361
LOC100644291,1076,211,1216,1550,940,1115,1737,1459,1590,1165,63,825,236,291,493
LOC100645367,5,0,6,1,12,10,24,16,12,23,0,4,2,10,5
LOC100647603,61,11,75,41,87,67,61,136,103,152,28,423,277,147,557
LOC100652265,1,2,5,5,5,3,3,3,3,6,2,4,7,4,9
LOC100648203,2230,596,1959,2284,1463,1538,3079,2436,3029,2546,100,1035,228,301,723
LOC100650065,4,7,10,6,8,9,4,5,8,7,2,22,10,41,29
LOC100651746,114,28,132,110,105,86,158,97,159,97,8,40,34,39,50
LOC100645211,142,29,358,161,482,287,84,68,65,262,742,300,469,814,629
LOC100649471,1096,218,2420,1337,2825,2508,691,541,433,1305,5981,2420,4338,5860,4290
LOC100649710,1287,284,2817,1344,3038,3152,854,822,655,1469,8840,3182,4419,7095,5365
LOC100648118,156,26,150,92,183,155,64,61,107,56,148,692,483,431,501
LOC100649122,223,28,358,216,393,412,109,93,54,150,498,408,435,490,404
LOC100650576,27,26,65,64,45,45,180,143,78,126,12,16,12,23,30
LOC100646135,499,97,554,471,454,490,896,758,1000,1006,79,320,219,288,362
LOC100648600,51,11,87,40,96,98,22,37,22,32,45,116,106,183,135
LOC100647662,756,15,282,284,858,589,132,143,90,125,415,782,851,529,460
LOC100644247,248,34,456,197,410,334,127,99,55,170,466,309,321,478,379
LOC100646215,447,146,651,532,491,524,1053,890,1027,1061,170,405,300,388,433
LOC100652024,2318,264,2153,2314,2318,2418,2461,3091,1640,1351,105,831,478,601,498
LOC100643455,154,81,109,137,84,112,82,82,118,48,48,77,194,103,78
LOC100648521,4007,491,2219,2228,2900,2157,3720,3249,2459,2540,139,667,341,386,677
LOC100645255,214,64,354,233,355,371,266,230,235,374,224,251,340,458,379
LOC100651050,1213,223,2003,2171,1621,1984,2069,1878,1186,2134,138,911,560,548,686
LOC100649299,27,92,52,73,33,287,37,50,30,30,59,374,427,265,218
LOC100642856,488,178,612,534,686,943,531,422,535,529,1651,1003,1008,1187,833
LOC100649878,530,166,965,602,891,817,442,302,322,614,697,939,525,1376,923
LOC100647051,525,103,1042,1094,2253,913,285,208,200,379,1045,583,979,1231,655
LOC100650109,97,42,127,147,90,45,360,381,429,130,9,75,39,44,73
LOC100646080,113,17,94,106,153,162,102,58,62,55,128,537,544,434,392
LOC100646642,402,20,532,531,413,466,73,78,70,220,177,493,506,442,309
LOC100649379,214,91,435,251,664,703,441,279,286,755,1722,508,952,1677,1548
LOC100643894,258,55,535,266,603,532,251,209,179,463,205,516,359,1255,854
LOC100643169,1164,503,1197,1435,1087,1248,3543,3040,3279,2115,70,740,316,363,633
LOC100648062,75,6,104,51,160,127,53,48,35,69,52,78,91,134,130
LOC100645450,508,116,601,556,621,481,501,382,481,726,59,288,244,241,304
LOC100642336,2114,87,9710,4556,9259,2617,620,594,496,1278,2204,874,2712,3992,2647
LOC100646516,124,19,185,112,236,282,107,71,82,136,556,312,243,545,352
LOC100644238,42,16,42,28,30,38,130,87,78,103,7,187,86,351,302
LOC100645305,815,83,1183,814,1162,1132,764,560,516,843,1477,1042,898,1288,1155
LOC100643703,575,221,772,927,563,403,1166,1083,948,809,27,217,120,90,135
LOC100649813,126,51,202,79,275,241,161,123,76,159,848,286,357,771,618
LOC100645495,94,48,159,135,240,263,101,115,121,148,599,325,420,386,339
LOC100643641,21,32,37,46,44,41,305,291,152,230,5,37,12,13,17
LOC100651320,467,71,706,397,1041,1441,293,262,305,548,4760,1037,1639,3173,2090
LOC100645859,145,57,152,178,172,192,1226,566,304,338,23,57,57,48,39
LOC100651250,1610,382,2620,1860,2463,2915,919,799,730,1108,1427,1957,2109,2868,2282
LOC100651960,238,315,560,515,345,340,1492,976,739,850,36,137,102,108,147
LOC100644777,81,14,106,62,141,98,145,82,144,193,157,174,214,317,285
LOC100648040,951,223,1112,1300,964,1209,2241,2003,2249,2064,126,607,298,344,526
LOC100642975,110,47,215,138,228,209,310,241,309,394,45,135,161,190,214
LOC100651633,181,62,396,214,505,307,315,272,285,596,457,323,417,371,356
LOC100652277,1173,298,1702,1092,2456,2163,1241,1046,1103,1777,14767,2664,5023,5413,3688
LOC100644320,233,108,243,360,153,213,381,252,725,128,24,189,58,71,206
LOC100651092,193,46,132,105,94,51,411,292,284,440,18,109,61,43,92
LOC100649806,400,105,457,507,444,469,872,833,818,885,78,367,352,257,354
LOC100648439,24,27,25,34,28,33,217,179,128,60,16,47,22,27,55
LOC100642766,186,44,329,159,427,294,88,95,53,177,404,378,213,1090,712
LOC100648087,229,91,394,195,497,431,378,303,308,559,311,538,582,1351,1065
LOC100644014,817,79,965,644,1198,2019,756,617,506,930,1064,2958,2283,2612,2231
LOC100648627,426,103,800,425,917,1016,295,250,170,470,659,953,1035,1889,1310
LOC100643742,945,295,1453,1587,1213,1323,2456,2285,1777,1755,103,800,379,448,1005
LOC100649107,58,29,99,104,79,116,74,65,107,72,20,29,32,25,34
LOC100651590,481,78,150,94,109,151,237,49,612,69,11,157,33,116,500
LOC100642253,128,42,244,145,261,203,93,83,60,157,190,201,186,338,250
LOC100650453,441,97,736,433,834,826,226,193,155,315,1907,1222,1510,1446,1088
LOC100643786,351,135,384,262,324,444,515,402,474,731,804,551,984,979,763
LOC100648991,15,6,25,19,28,27,15,10,17,26,49,52,28,72,51
LOC100647015,476,60,694,552,686,589,379,446,342,500,331,460,723,454,389
LOC100648089,446,256,416,341,467,262,610,445,652,341,28,287,138,183,333
LOC100650043,431,50,452,586,336,232,509,526,760,296,13,91,21,47,62
LOC100643914,839,187,776,745,790,531,757,1033,553,615,54,390,201,182,307
LOC100652121,348,118,407,206,605,362,657,603,605,612,459,290,368,702,389
LOC100646424,9900,588,5473,5103,11281,8359,3102,3059,2637,3226,5131,8948,11099,7245,6528
LOC100650477,352,96,844,475,918,913,222,177,192,290,1628,1275,2025,3123,2416
LOC100647819,287,93,306,406,197,162,490,393,640,256,23,71,37,47,111
LOC100647159,64,33,100,51,73,301,361,259,304,155,83,28,84,39,42
LOC100645442,54,45,83,56,51,91,207,196,304,146,14,24,38,35,22
LOC100643471,992,229,1512,1012,1347,1414,1213,1061,1118,1611,398,1008,1192,1179,1164
